C_tot_M,C_tot_mol_per_m3,lambda_D_nm,C_D_F_per_m2,g_Au,g_Pd,q_Au,q_Pd,E_mix_with_EDL_V,E_mix_without_EDL_V,i_mix_avg_with_EDL_A_per_m2,i_mix_avg_without_EDL_A_per_m2,i_mix_avg_ratio_with_over_without,Au_sigma_C_per_m2,Au_sigma_uC_per_cm2,Au_phi_RP_tilde,Au_phi_RP_V,Au_phi_RP_mV,Au_eta_RP_V,Au_eta_RP_mV,Au_eta_RP_star_beta_eta,Au_f_eta,Au_exp_f_eta,Au_c_Red1_star,Au_c_Ox2_star,Au_reactant_star,Au_reactant_times_exp_f_eta,Au_j_model_A_per_m2,Pd_sigma_C_per_m2,Pd_sigma_uC_per_cm2,Pd_phi_RP_tilde,Pd_phi_RP_V,Pd_phi_RP_mV,Pd_eta_RP_V,Pd_eta_RP_mV,Pd_eta_RP_star_beta_eta,Pd_f_eta,Pd_exp_f_eta,Pd_c_Red1_star,Pd_c_Ox2_star,Pd_reactant_star,Pd_reactant_times_exp_f_eta,Pd_j_model_A_per_m2
0.0001,0.1,30.41217889017721,0.022854453994064022,21.87757362874934,21.87757362874934,0.9562890708504446,0.9562890708504446,0.6170142561397189,0.46699999999999986,0.00719846644535115,0.11756035407872402,0.0612320922454071,-0.006706813601615624,-0.6706813601615624,-11.428228182184638,-0.29345761676728566,-293.45761676728563,0.8104718729070046,810.4718729070046,31.562505007899805,15.781252503949903,7140208.274225353,1.088387543179425e-05,91879.03759710213,1.088387543179425e-05,77.71313741373534,0.014396932890702301,-0.0001501742291822889,-0.015017422918228891,-0.25589280694568056,-0.006570895512152394,-6.5708955121523935,-0.21041484834812862,-210.41484834812863,-8.194263029639174,4.097131514819587,60.16745038560903,0.7742249558821004,1.2916142684404515,1.2916142684404515,77.71313741373557,-0.014396932890702341
0.00016548170999,0.16548170998999998,23.641364362898123,0.029399899795783002,17.006860685685666,17.006860685685666,0.9444656113325218,0.9444656113325218,0.6160603895391467,0.46699999999999986,0.007451396097161077,0.11756035407872402,0.06338357991139824,-0.008547439666032164,-0.8547439666032164,-11.322014601834907,-0.29073023123902486,-290.7302312390249,0.8067906207781715,806.7906207781715,31.419144648785938,15.709572324392969,6646309.68752948,1.2103515603295586e-05,82620.62303019766,1.2103515603295586e-05,80.44371300734767,0.014902792194322155,-0.0002172813659104319,-0.02172813659104319,-0.2878128297671312,-0.007390547839268392,-7.390547839268391,-0.2105490626215849,-210.5490626215849,-8.199489785581859,4.0997448927909295,60.32489631829509,0.7499019384247612,1.3335076878192809,1.3335076878192809,80.44371300734753,-0.014902792194322117
0.00027384196343,0.27384196343,18.377969922490845,0.037819941279487984,13.220538770936166,13.220538770936166,0.9296791762880466,0.9296791762880466,0.6148510326810105,0.46699999999999986,0.007780253567318565,0.11756035407872402,0.06618093002772463,-0.010865779152503974,-1.0865779152503974,-11.188543132893864,-0.2873029091242174,-287.3029091242174,0.8021539418052279,802.1539418052279,31.238576749768487,15.619288374884244,6072545.149361887,1.3831760386043527e-05,72297.37734677766,1.3831760386043527e-05,83.99398943940452,0.01556050713463713,-0.00031765559571097276,-0.03176555957109728,-0.3270914385553552,-0.008399156237803478,-8.399156237803478,-0.21074981108118598,-210.74981108118598,-8.207307606870044,4.103653803435022,60.56116241831686,0.7210178111852567,1.3869282901016469,1.3869282901016469,83.99398943940432,-0.015560507134637075
0.00045315836376,0.45315836375999996,14.286391144618662,0.04865145691930813,10.277184521509504,10.277184521509504,0.9113253846212542,0.9113253846212542,0.6133238801058808,0.46699999999999986,0.008208710245933844,0.11756035407872402,0.06982549780716805,-0.01376946610264318,-1.376946610264318,-11.02185689549815,-0.2830226877990687,-283.0226877990687,0.7963465679049495,796.3465679049496,31.012418046502404,15.506209023251202,5423267.346541761,1.634061395491393e-05,61197.21099581336,1.634061395491393e-05,88.61951808412934,0.016417420491867687,-0.00046827379583132874,-0.04682737958313288,-0.3748327442103125,-0.009625072412692464,-9.625072412692464,-0.2110510474814267,-211.0510474814267,-8.21903876708546,4.10951938354273,60.91743261212162,0.6874042415158628,1.4547480792303542,1.4547480792303542,88.61951808412847,-0.016417420491867528
0.00074989420933,0.7498942093300001,11.105740884156646,0.06258508554763399,7.989123856345073,7.989123856345073,0.8887544530500445,0.8887544530500445,0.6114051418960361,0.46699999999999986,0.008768098147408093,0.11756035407872402,0.07458380179372849,-0.01738102418032833,-1.738102418032833,-10.815286549177623,-0.27771830985354307,-277.7183098535431,0.7891234517495792,789.1234517495792,30.731125570541703,15.365562785270852,4711716.256414229,2.0090036763926185e-05,49775.91687615063,2.0090036763926185e-05,94.65855281255052,0.017536196294816186,-0.0006941921378350131,-0.06941921378350131,-0.43195883125053264,-0.011091973938529768,-11.091973938529767,-0.21150288416543409,-211.5028841654341,-8.236634809685413,4.118317404842706,61.455750073653846,0.649236104373497,1.540271702795988,1.540271702795988,94.65855281255148,-0.01753619629481639
0.00124093776075,1.24093776075,8.633214598228285,0.08050926284717161,6.210465508163147,6.210465508163147,0.8613126990389351,0.8613126990389351,0.6090096572340269,0.46699999999999986,0.009499797664271233,0.11756035407872402,0.08080783473916484,-0.0218346403931709,-2.18346403931709,-10.56169715481158,-0.27120656208986715,-271.20656208986713,0.7802162193238941,780.216219323894,30.384247933648716,15.192123966824358,3961463.029223892,2.588887664145943e-05,38626.62771541667,2.588887664145943e-05,102.55782768327953,0.018999595328542465,-0.0010315452490111572,-0.10315452490111572,-0.4989717405626737,-0.012812752378186708,-12.812752378186708,-0.21217759038778636,-212.17759038778635,-8.262910142900212,4.131455071450106,62.26846210976002,0.6071546513451734,1.6470268288062413,1.6470268288062413,102.55782768327964,-0.018999595328542482
0.00205352502646,2.05352502646,6.711159127200259,0.10356686976587315,4.827798707543419,4.827798707543419,0.8284086238761791,0.8284086238761791,0.6060425485386957,0.46699999999999986,0.010458082922316609,0.11756035407872402,0.0889592669592793,-0.0272695547257088,-2.72695547257088,-10.25393861690398,-0.2633038421201226,-263.30384212012257,0.7693463906588183,769.3463906588182,29.96094018769831,14.980470093849155,3205793.1609947695,3.521851508539019e-05,28394.155675655766,3.521851508539019e-05,112.90327480113498,0.020916165844633218,-0.0015308483071356446,-0.15308483071356446,-0.5756318623846638,-0.014781254957268966,-14.781254957268967,-0.21317619650403535,-213.17619650403535,-8.30179922912103,4.150899614560515,63.49109212489217,0.5623494290730141,1.7782537836811112,1.7782537836811112,112.90327480113551,-0.02091616584463331
0.00339820832894,3.39820832894,5.217020417858855,0.13322810486336198,3.752961888280234,3.752961888280234,0.789604877231231,0.789604877231231,0.6024032338208019,0.46699999999999986,0.011713140261806514,0.11756035407872402,0.09963512234713785,-0.03381915044197378,-3.3819150441973784,-9.885539149678943,-0.2538439654054864,-253.84396540548641,0.7562471992262882,756.2471992262882,29.450813545418022,14.725406772709011,2484064.7107158606,5.090552217222895e-05,19644.234207375266,5.090552217222895e-05,126.45261120859774,0.02342628052361303,-0.0022598820266584337,-0.22598820266584335,-0.66057697949919,-0.016962502236117193,-16.962502236117192,-0.2146342639430809,-214.63426394308092,-8.358581287061753,4.1792906435308765,65.31950196489561,0.5165532078823101,1.935908992027472,1.935908992027472,126.45261120859753,-0.023426280523612966
0.0056234132519,5.6234132519,4.055529234884892,0.17138422707598303,2.917421331767745,2.917421331767745,0.7447300365955919,0.7447300365955919,0.5979926721807948,0.46699999999999986,0.013353514663671604,0.11756035407872402,0.11358858833250413,-0.041595325129653735,-4.159532512965374,-9.451640401369906,-0.2427021776701336,-242.7021776701336,0.7406948498509284,740.6948498509283,28.845152668768787,14.422576334384393,1835039.0765824944,7.856058861678841e-05,12729.02886303349,7.856058861678841e-05,144.16174999112863,0.026707029327343205,-0.0033048306189925377,-0.33048306189925375,-0.7509514711278374,-0.019283166691456067,-19.283166691456067,-0.21672416112774912,-216.7241611277491,-8.439968923773304,4.219984461886652,68.03242718564202,0.47191732335261244,2.1190152395673105,2.1190152395673105,144.16174999112883,-0.026707029327343226
0.0093057204093,9.305720409300001,3.1526266063090445,0.2204681461210334,2.2679013217878112,2.2679013217878112,0.6939932080161718,0.6939932080161718,0.5927245021451802,0.46699999999999986,0.015486510392299035,0.11756035407872402,0.13173242385718342,-0.050668757308724846,-5.066875730872485,-8.950100659352687,-0.2298234833476059,-229.8234833476059,0.7225479854927862,722.5479854927862,28.138452638418368,14.069226319209184,1288805.4237512995,0.00012972410144445048,7708.6677715645055,0.00012972410144445048,167.18912553287157,0.030973020784598067,-0.0047677385111506414,-0.47677385111506415,-0.84217063647864,-0.021625520942754387,-21.625520942754388,-0.21964997691206534,-219.64997691206534,-8.553910046755703,4.276955023377852,72.02080411910501,0.4307744531204283,2.3214004283592873,2.3214004283592873,167.1891255328707,-0.030973020784597932
